experiment,track,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,saving_vs_original_b0_yuan,saving_vs_original_b1_yuan,saving_vs_matched_b0_yuan
baseline,B1,2025-12-28,47201.09704053497,21071.524423868308,17067.934783333334,43611.746900000006,0.0,24512.189154448082,181444.9406215917,205957.12977603977,-3847.4951316797233,0.0,-3847.4951316797233
baseline,B1,2025-12-29,91461.8852399177,24540.827139917692,19878.06998333333,2622.5579666666677,1897.9199499999963,58097.633637145176,9945.34053221667,68042.97416936184,11365.761111084837,0.0,11365.761111084837
baseline,B1,2025-12-30,92235.59257325102,25019.27880658436,20265.615833333333,1876.4132000000009,3133.940699999996,58388.34444636565,8268.542513258339,66656.88695962398,11404.958045344363,0.0,11404.958045344363
baseline,B1,2025-12-31,90938.63939156377,24560.30767489712,19893.849216666662,3568.5510666666705,1194.3083999999963,57783.059297754815,13893.402519275016,71676.46181702983,11346.254167616848,0.0,11346.254167616848
weekday,B0,2025-02-01,47565.85923333333,0.0,0.0,427.7520000000005,13615.43463333333,35331.35988769166,1959.9632051500018,37291.32309284166,689.2135416350065,-11075.48495362042,0.0
weekday,B0,2025-02-02,84485.30503333332,0.0,0.0,251.07790000000043,6380.105233333329,67556.86107531167,863.1606806583354,68420.02175597,113626.11627894,135413.74264436963,0.0
weekday,B0,2025-02-03,82668.00324999998,0.0,0.0,1198.2289500000024,3649.3159999999953,65903.930928305,4645.791453333344,70549.72238163833,4129.023423211678,-6407.905411381755,0.0
weekday,B0,2025-02-04,84113.4226,0.0,0.0,1452.2799166666678,4370.839016666663,66856.65728640166,6002.20914848334,72858.866434885,3438.7019574633305,-7678.422268024973,0.0
weekday,B0,2025-02-05,85277.79303333332,0.0,0.0,579.5590000000013,5108.924633333329,68101.53685664,2273.4075044833403,70374.94436112334,1186.1999586349993,-9594.924109508713,0.0
weekday,B0,2025-02-06,84768.3925,0.0,0.0,595.4377333333348,5092.77213333333,67727.506090475,2398.533726050006,70126.03981652501,1839.1397107666562,-9334.139090802782,0.0
weekday,B0,2025-02-07,46727.0131,0.0,0.0,602.1728666666675,15523.506166666666,34768.860854305,3025.293253800003,37794.154108105,26488.771229479993,15264.97966543166,0.0
weekday,B0,2025-02-08,44550.1199,0.0,0.0,901.7852000000009,13874.7422,33252.393064264994,3810.4656753500035,37062.858739614996,2.398073968339304,-5661.371195007399,0.0
weekday,B0,2025-02-09,78087.63848333333,0.0,0.0,3210.940950000003,1743.1632333333305,62560.464891209995,11895.922361000012,74456.38725221,114897.78830016003,137247.57853975205,0.0
weekday,B0,2025-02-10,80640.33686666665,0.0,0.0,760.1647166666683,7073.86438333333,64378.09079791333,2645.3497910750057,67023.44058898833,502.0444066249911,-10686.751879795564,0.0
weekday,B0,2025-02-11,75814.04008333333,0.0,0.0,1813.1796166666704,2406.6225999999974,60317.87759647666,8569.93603133335,68887.81362781001,124.75292132499453,-10081.87174642089,0.0
weekday,B0,2025-02-12,76967.66623333332,0.0,0.0,1517.3045166666684,3218.2343499999974,61391.224027041666,6670.7629252166735,68061.98695225833,-139.8487780233263,-11218.177165416695,0.0
weekday,B0,2025-02-13,77278.81681666666,0.0,0.0,920.9118833333343,6870.249399999999,61692.30627838833,3534.9433315583374,65227.249609946666,-863.4691777983244,-12521.250033036835,0.0
weekday,B0,2025-02-14,42369.32976666666,0.0,0.0,1154.9987166666679,13722.526983333333,31455.53599374333,4340.598512141672,35796.134505885006,22639.44844442999,10796.925767861161,0.0
weekday,B0,2025-02-15,42443.54881666666,0.0,0.0,1261.8912833333338,14425.348699999999,31464.983222204995,4729.410766708334,36194.39398891333,-486.09222022000176,-12064.992303617903,0.0
weekday,B0,2025-02-16,75774.00903333334,0.0,0.0,1994.6122666666702,2391.2424999999967,60289.89399550167,8302.591238508347,68592.48523401002,107895.82230456667,129729.54285836169,0.0
weekday,B0,2025-02-17,76128.59003333333,0.0,0.0,1042.0143166666696,5986.741849999998,60488.29389543333,4271.193292183346,64759.48718761667,-699.8050452600146,-11759.63635312084,0.0
weekday,B0,2025-02-18,73375.53026666667,0.0,0.0,1495.6247833333355,2779.767149999998,58309.80394550999,6344.427698150008,64654.23164366,944.975883223342,-7741.727319624006,0.0
weekday,B0,2025-02-19,73441.8548,0.0,0.0,2521.4880666666686,3084.0148666666646,58414.961278121664,9831.699931591673,68246.66120971333,1403.3448063533287,-9573.016205897758,0.0
weekday,B0,2025-02-20,74732.49698333333,0.0,0.0,1422.2379000000014,5161.60048333333,59473.36543693666,5930.05533733334,65403.42077427,-28.998887031666527,-10271.383687941903,0.0
weekday,B0,2025-02-21,41712.9692,0.0,0.0,1036.746050000001,17189.452649999996,30930.93132243,3488.38782546667,34419.31914789667,23525.223015639996,11862.966795072156,0.0
weekday,B0,2025-02-22,41671.08303333333,0.0,0.0,1054.2611333333339,14880.581266666664,30828.821295971666,3801.845867783336,34630.667163755,1131.9157741850067,-6092.7340817799995,0.0
weekday,B0,2025-02-23,74412.81399999998,0.0,0.0,1188.5040166666686,4069.4647166666623,59288.44661713833,4475.816864416674,63764.263481555005,103067.93442827501,121773.19383978,0.0
weekday,B0,2025-02-24,72741.06913333334,0.0,0.0,1269.9931000000029,5808.028933333331,57652.016882956654,5458.598249850012,63110.61513280666,522.4594576450108,-10730.427008587096,0.0
weekday,B0,2025-02-25,71555.95124999998,0.0,0.0,1056.5169166666683,6791.143266666665,56617.389197345,3834.096834575008,60451.48603192001,604.3868807333347,-11248.518630923383,0.0
weekday,B0,2025-02-26,71198.11356666667,0.0,0.0,1715.2581666666679,4098.5232333333315,56116.85207962166,7208.286131050004,63325.13821067166,487.41107753500546,-5923.268336464505,0.0
weekday,B0,2025-02-27,71452.9528,0.0,0.0,2024.4481333333347,6520.81673333333,56450.036890548334,9863.973783191672,66314.01067374,-158.89423729333794,-11612.810148962082,0.0
weekday,B0,2025-02-28,40864.786949999994,0.0,0.0,864.975400000001,18437.168149999998,29983.56352638333,3458.3147267500035,33441.878253133335,23776.40550914166,10667.288674570053,0.0
weekday,B0,2025-03-01,40870.26766666667,0.0,0.0,848.747316666667,18060.24878333333,30053.445061788327,3801.0001607833346,33854.44522257166,189.5500634350101,-11303.11022202911,0.0
weekday,B0,2025-03-02,74339.39261666666,0.0,0.0,2874.778150000001,4855.863666666666,59292.39718867833,12625.077815033339,71917.47500371168,101736.02894846833,126304.34769383352,0.0
weekday,B0,2025-03-03,75137.75698333333,0.0,0.0,1847.7508666666686,4968.360549999998,59940.01488992333,7762.100041183341,67702.11493110667,3277.8844349449937,-7282.770307778381,0.0
weekday,B0,2025-03-04,75853.50908333332,0.0,0.0,584.9358833333338,7238.986566666664,60577.74769909667,1953.0750053833353,62530.82270448,-401.7876256883319,-11559.753425494768,0.0
weekday,B0,2025-03-05,73372.58744999999,0.0,0.0,716.3016833333342,7958.417833333329,58386.909765335,3137.2611094250037,61524.170874760006,-754.7976902916707,-10933.89898529432,0.0
weekday,B0,2025-03-06,70845.61351666666,0.0,0.0,1477.8029000000015,6382.762216666664,56424.040998623335,5405.975745000006,61830.01674362334,915.0200506266629,-9925.131973216354,0.0
weekday,B0,2025-03-07,39865.2408,0.0,0.0,541.703466666667,19484.659066666667,29293.510725025,2082.569140558335,31376.079865583335,23314.495648498334,11328.336286153848,0.0
weekday,B0,2025-03-08,38543.204216666665,0.0,0.0,975.1454000000009,20455.210116666665,28555.812481089997,3194.8139174000025,31750.62639849,-37.28140840999913,-11725.597312923474,0.0
weekday,B0,2025-03-09,67979.80451666667,0.0,0.0,1308.7301833333333,5955.009999999997,53959.20899033999,5157.190536041668,59116.39952638166,95939.503717405,111655.46580408918,0.0
weekday,B0,2025-03-10,67977.89134999999,0.0,0.0,2246.0976500000024,2181.9171999999985,53869.83785286333,9189.435203783343,63059.27305664668,232.5048915916559,-2439.4310292918017,0.0
weekday,B0,2025-03-11,69228.90053333333,0.0,0.0,1336.2373500000017,6626.219783333332,54830.39620844166,5311.728281408341,60142.12448985,351.48579017333395,-10709.803371656206,0.0
weekday,B0,2025-03-12,67868.43528333333,0.0,0.0,1201.4349666666683,6634.335949999999,53617.855670298326,4173.882129283339,57791.737799581664,139.86724913500802,-11943.68140071912,0.0
weekday,B0,2025-03-13,67025.47045,0.0,0.0,2837.372950000002,2317.225599999998,52870.83740358167,12802.929915183342,65673.767318765,-983.9276867850131,-154.06069176142773,0.0
weekday,B0,2025-03-14,37232.22588333333,0.0,0.0,1158.878016666668,22361.6783,27442.01298978833,4418.8931045333375,31860.90609432167,22422.263162401658,11658.888397777271,0.0
weekday,B0,2025-03-15,37763.538283333335,0.0,0.0,1145.2375666666678,17984.65075,27708.201369894996,4590.536150458338,32298.737520353334,1585.5570238400069,-6927.8187951971595,0.0
weekday,B0,2025-03-16,67646.72916666666,0.0,0.0,1764.192550000003,6059.874816666665,53634.987474819995,6759.1102283750115,60394.097703195,90877.69875602503,112024.33511229881,0.0
weekday,B0,2025-03-17,66982.10431666666,0.0,0.0,649.4096333333346,9773.38265,52800.5830145,2794.321121175005,55594.904135675,259.87557840666705,-11594.736379413167,0.0
weekday,B0,2025-03-18,64290.635800000004,0.0,0.0,2965.1164166666695,6129.794416666666,50415.12160222167,13699.83081895001,64114.95242117168,47.189235131663736,-6346.996543754023,0.0
weekday,B0,2025-03-19,66803.62765,0.0,0.0,714.9349166666677,8053.091666666665,52801.807927860005,2864.3615846583375,55666.16951251834,417.9057422233236,-12377.074766232538,0.0
weekday,B0,2025-03-20,66280.12476666666,0.0,0.0,1679.8106666666686,5750.973233333331,52528.530442355,6572.310373091674,59100.840815446674,558.2567482666564,-5779.041917869516,0.0
weekday,B0,2025-03-21,37047.983083333325,0.0,0.0,1153.770900000001,26168.289783333334,27329.983926664994,3968.017325233337,31298.00125189833,21064.596005698335,8794.325211145868,0.0
weekday,B0,2025-03-22,37351.31748333333,0.0,0.0,716.9792166666671,22187.097199999997,27418.560379578335,2371.1245425416682,29789.684922120003,325.6392718666648,-4181.252069227354,0.0
weekday,B0,2025-03-23,66149.24106666667,0.0,0.0,1030.9716333333347,8410.492199999997,52081.96975212166,4405.889749491673,56487.85950161333,89855.43920478667,102373.98329350707,0.0
weekday,B0,2025-03-24,64022.60233333333,0.0,0.0,2317.1176833333357,8341.222716666663,50417.71322467666,8880.103804883342,59297.81702956001,-621.6875778300018,-9645.703086494941,0.0
weekday,B0,2025-03-25,64756.16375,0.0,0.0,2329.96306666667,6136.002116666665,50955.82251407166,9520.427123625013,60476.249637696674,-776.7054832266658,-4749.856882016102,0.0
weekday,B0,2025-03-26,64826.07389999999,0.0,0.0,1173.565250000002,10407.08425,51004.16407083167,4361.296873116673,55365.46094394835,-341.0755696666747,-10720.046961469154,0.0
weekday,B0,2025-03-27,63653.220133333336,0.0,0.0,1976.6114166666678,6912.841949999999,50088.346220775,7437.61725876667,57525.963479541664,103.91266675166844,-2820.8128189749914,0.0
weekday,B0,2025-03-28,36734.697766666664,0.0,0.0,878.762183333334,26791.57905,26949.075909606665,3083.6501728250023,30032.72608243167,20656.137356028332,7693.709431878691,0.0
weekday,B0,2025-03-29,36348.93448333333,0.0,0.0,917.7971833333343,29559.521566666663,26497.347375498335,3676.3644754250026,30173.711850923337,1465.8172883933294,-10120.75265911072,0.0
weekday,B0,2025-03-30,63128.2095,0.0,0.0,1827.283700000001,9609.8732,49449.599618723325,7350.080172641669,56799.67979136499,84076.1692346017,108617.59812983323,0.0
weekday,B0,2025-03-31,62906.30933333333,0.0,0.0,1668.2359833333358,7623.155316666665,49263.709254559995,6540.677690091675,55804.38694465167,361.9358467633356,-4513.2286297638275,0.0
weekday,B0,2025-04-01,63631.385183333325,0.0,0.0,1408.2772000000014,4830.811383333332,49789.54291860499,5140.968355516672,54930.51127412166,1080.5507929200176,-2233.372597311347,0.0
weekday,B0,2025-04-02,62867.77498333333,0.0,0.0,3374.5021666666694,5806.94155,49101.750825423325,15455.058013875012,64556.80883929833,-40.9953879416571,-8975.056689384626,0.0
weekday,B0,2025-04-03,63986.16235,0.0,0.0,1924.2656500000026,10046.897799999999,50475.02285064499,7388.703297800012,57863.72614844501,12.55943335332995,-10151.828592168335,0.0
weekday,B0,2025-04-04,35674.22451666667,0.0,0.0,955.7578000000008,30199.179816666667,25995.604797054995,3516.3499314083365,29511.95472846333,20592.050574486668,6566.22523891482,0.0
weekday,B0,2025-04-05,35551.4579,0.0,0.0,1047.5899166666675,24554.931916666665,25814.431666951667,3771.546877575003,29585.978544526668,610.0156104566631,3623.9552860417025,0.0
weekday,B0,2025-04-06,63200.36751666666,0.0,0.0,1130.054700000001,9920.345416666663,49369.52197987666,4792.016552566671,54161.53853244333,85878.56643082669,100417.9875455833,0.0
weekday,B0,2025-04-07,61959.33439999999,0.0,0.0,1116.2995666666677,9832.914566666665,48335.043970554994,3515.4137511250037,51850.457721679995,-394.08400110499497,-8652.97841393864,0.0
weekday,B0,2025-04-08,62043.84778333332,0.0,0.0,2638.5778000000014,10329.231783333333,48265.14905337,11957.335240900007,60222.484294270005,383.672490036668,-5115.744355293544,0.0
weekday,B0,2025-04-09,63321.663533333325,0.0,0.0,1706.4355166666687,5893.787449999997,49562.52335458833,6638.600915558341,56201.12427014667,244.67180184666358,2037.0110993142662,0.0
weekday,B0,2025-04-10,63223.320766666664,0.0,0.0,1435.9970166666678,10198.67988333333,49383.53284636666,5993.0901288500045,55376.62297521666,307.44004857500113,-10860.515967460735,0.0
weekday,B0,2025-04-11,35204.6939,0.0,0.0,1136.1802000000007,31024.2239,25598.172448901663,4144.255549391669,29742.427998293333,19378.914993699993,5517.0743396037615,0.0
weekday,B0,2025-04-12,35007.529866666664,0.0,0.0,683.775783333334,26666.14555,25299.775036469997,2585.687725225003,27885.462761695,830.0138197449996,849.947438673953,0.0
weekday,B0,2025-04-13,60341.26484999999,0.0,0.0,2234.423800000003,8299.330349999998,46887.84460632333,9892.691073775013,56780.53568009834,83359.53681772499,101119.52246326685,0.0
weekday,B0,2025-04-14,61223.756233333326,0.0,0.0,1046.8757333333351,9742.599466666663,47601.65293998833,4386.407205641673,51988.06014563,45.83209234334208,-10551.14546430111,0.0
weekday,B0,2025-04-15,60238.395733333324,0.0,0.0,1617.8298000000023,11716.79603333333,46820.83092746333,6605.201897783342,53426.03282524667,-418.69314447333454,-8811.671045170733,0.0
weekday,B0,2025-04-16,60467.49428333333,0.0,0.0,1986.816983333335,6674.718666666666,46821.76051217166,8241.805899250005,55063.56641142166,-217.1811919233296,2551.927629491547,0.0
weekday,B0,2025-04-17,61153.21385,0.0,0.0,931.4171500000017,9216.2886,47730.588422135,3692.40688293334,51422.99530506834,754.2419625133334,-9293.538226831428,0.0
weekday,B0,2025-04-18,34873.28738333333,0.0,0.0,707.451083333334,29226.621166666668,25202.918679078335,2465.1843343666687,27668.103013445005,19620.977211691657,6404.336039892172,0.0
weekday,B0,2025-04-19,33969.58045,0.0,0.0,990.253733333334,28175.15478333333,24442.230000648335,3522.2060983666693,27964.436099015005,-61.804246688338026,-9181.733961397349,0.0
weekday,B0,2025-04-20,60109.878283333324,0.0,0.0,1573.6367833333352,9725.769666666663,46861.689807118324,5869.832459491672,52731.522266609994,85107.96890764002,109060.81572200047,0.0
weekday,B0,2025-04-21,61007.3453,0.0,0.0,991.6413000000014,13482.075799999999,47568.43598822833,3387.8439708916712,50956.27995912,291.675344629999,-10367.278016373886,0.0
weekday,B0,2025-04-22,58010.26375,0.0,0.0,2540.7795333333356,8398.114083333334,45027.72706363666,9180.753002166673,54208.480065803335,-1008.7421965449976,-2214.0362427683285,0.0
weekday,B0,2025-04-23,59743.95626666666,0.0,0.0,1229.2860833333352,9573.325549999998,46060.472899635,5038.318370283341,51098.79126991834,-975.4880508050046,-11543.856342535226,0.0
weekday,B0,2025-04-24,58664.0403,0.0,0.0,1008.709216666668,12582.643016666669,45597.60655912333,4002.504417908338,49600.11097703167,153.55395023166784,-10216.848521914115,0.0
weekday,B0,2025-04-25,33166.45866666666,0.0,0.0,774.1633666666673,31940.26453333333,23711.524159665,2863.49732686667,26575.02148653167,18534.87677639166,4350.411012473327,0.0
weekday,B0,2025-04-26,32960.531716666665,0.0,0.0,1502.2859333333345,34392.62445,23472.177728296665,5753.61276314167,29225.790491438336,-860.0672659916709,-3738.369203411061,0.0
weekday,B0,2025-04-27,57994.88898333332,0.0,0.0,2302.0556500000016,11723.473233333332,44657.00760023334,10307.800326933339,54964.80792716668,80809.74362712332,101810.78845106425,0.0
weekday,B0,2025-04-28,60491.36653333333,0.0,0.0,2020.8623333333348,5890.261366666665,46812.597827915,8777.440549858338,55590.03837777334,589.1222730349982,9156.473610273526,0.0
weekday,B0,2025-04-29,60764.21681666667,0.0,0.0,820.3482666666685,14151.35118333333,47209.19530691666,3804.7136194833406,51013.90892640001,187.2845789983403,-11441.706307221357,0.0
weekday,B0,2025-04-30,58874.31721666666,0.0,0.0,1314.4348000000016,11931.897316666666,45246.94842299166,5046.295084516673,50293.243507508334,-607.0015785133364,-4672.9919879988665,0.0
weekday,B0,2025-05-01,57069.29586666667,0.0,0.0,5598.8413166666705,11656.758083333334,44032.19717101833,25602.749474283348,69634.94664530168,1444.105576175003,-7051.520764077039,0.0
weekday,B0,2025-05-02,33579.20966666666,0.0,0.0,3538.361666666668,22827.251233333336,24205.03697202,15755.455375175003,39960.492347195,9100.511966293328,-5397.253878665375,0.0
weekday,B0,2025-05-03,34150.471099999995,0.0,0.0,2544.247500000001,27827.5468,24600.93579084333,11964.376274641672,36565.312065485006,-4593.339965423336,-16363.583664180805,0.0
weekday,B0,2025-05-04,59041.47586666666,0.0,0.0,3343.1722166666686,10649.980383333334,45653.73403993833,14855.76777268334,60509.501812621675,67622.46146084832,85092.91012224556,0.0
weekday,B0,2025-05-05,56931.137749999994,0.0,0.0,6267.57276666667,8122.702816666667,43782.33748018666,28146.232351091676,71928.56983127834,-8510.33640864167,-11258.211482280007,0.0
weekday,B0,2025-05-06,59544.49201666666,0.0,0.0,3995.4382833333366,10669.8477,46396.40159649667,16690.532826116683,63086.934422613354,-7032.603961198351,-19735.305635145938,0.0
weekday,B0,2025-05-07,59254.32768333333,0.0,0.0,4986.86276666667,9173.34465,46057.9104391,21996.590231708346,68054.50067080834,-8998.1755308,-15554.674680953336,0.0
weekday,B0,2025-05-08,62631.33573333333,0.0,0.0,1469.509166666668,8274.332099999998,49254.36144287833,6053.736873125006,55308.098316003336,-1197.9350014750016,-6345.414348777609,0.0
weekday,B0,2025-05-09,35456.536283333335,0.0,0.0,1328.8418333333339,28285.992416666668,25921.880702063332,5484.326327875002,31406.207029938334,16803.500313064993,4675.887883250252,0.0
weekday,B0,2025-05-10,36110.56808333333,0.0,0.0,1129.5158666666673,25119.03845,26626.196174339995,4226.651455591669,30852.847629931664,258.7444889383405,-2804.007125084816,0.0
weekday,B0,2025-05-11,63096.38609999999,0.0,0.0,1461.3692000000015,9073.676499999998,49621.44573358333,5777.502640750006,55398.94837433333,80342.67472365667,99002.43800399595,0.0
weekday,B0,2025-05-12,61015.43963333333,0.0,0.0,1713.228433333335,10797.473066666664,47570.53879212499,6981.09574533334,54551.63453745833,-1270.6809371266572,-8674.402206625804,0.0
weekday,B0,2025-05-13,59930.0821,0.0,0.0,2265.4821,9066.351699999997,46328.85894569,11081.101607433335,57409.96055312334,-73.94189266834292,-3743.9528485305636,0.0
weekday,B0,2025-05-14,61020.876950000005,0.0,0.0,1245.663633333334,9252.39228333333,47620.514477134995,4955.803933816669,52576.318410951666,977.6797377900002,-8447.991210682412,0.0
weekday,B0,2025-05-15,60078.97341666666,0.0,0.0,2561.0784666666686,9874.992883333332,46995.31785553333,9808.859039216673,56804.17689475,-511.2915133566639,-10138.372483685038,0.0
weekday,B0,2025-05-16,35111.2108,0.0,0.0,1307.7146000000007,33703.419200000004,25836.16358139,4387.0266568916695,30223.19023828167,17160.707028901663,4186.363036993636,0.0
weekday,B0,2025-05-17,34793.04866666667,0.0,0.0,1635.2201333333346,25979.4692,25359.037259076664,6444.3935259583395,31803.430785035,567.1188186333347,703.9366310861333,0.0
weekday,B0,2025-05-18,60666.87111666666,0.0,0.0,2372.2885166666683,9362.991033333332,47297.67872495667,9853.64987481667,57151.32859977334,72436.38185611664,91771.95048017631,0.0
weekday,B0,2025-05-19,59727.80344999999,0.0,0.0,1309.6739666666672,13522.260616666663,46655.684619068335,5682.988736958334,52338.67335602667,-787.8662485716704,-10814.761827146467,0.0
weekday,B0,2025-05-20,58889.54895,0.0,0.0,2346.648683333336,6708.801733333332,45966.785153088334,9371.921145275011,55338.706298363344,365.28741526667,7455.318967795181,0.0
weekday,B0,2025-05-21,60148.48461666666,0.0,0.0,1432.1510833333346,10218.0199,46721.698098053326,5649.967457416669,52371.66555547,1023.4789215733326,-5633.89697864592,0.0
weekday,B0,2025-05-22,59291.34969999999,0.0,0.0,1774.641433333334,10249.360433333331,45996.35341244333,8192.019882183333,54188.37329462666,-1707.8529288083228,-9769.45922441956,0.0
weekday,B0,2025-05-23,34766.068,0.0,0.0,1108.2485000000006,29453.3667,25321.086269909996,4356.459316458337,29677.54558636833,16519.661965533334,3624.5721704159223,0.0
weekday,B0,2025-05-24,35148.822916666664,0.0,0.0,872.8484666666673,32267.169983333333,25618.341090936665,3279.1478542833347,28897.48894522,-366.1661421099998,-11442.399648174815,0.0
weekday,B0,2025-05-25,59724.15586666666,0.0,0.0,1589.1070666666683,12768.25163333333,46259.12414289667,7234.487467941673,53493.61161083834,74827.67996194832,95858.35221505734,0.0
weekday,B0,2025-05-26,58429.20823333333,0.0,0.0,2886.8806833333347,6736.255016666664,45351.141205856664,12686.430188066672,58037.57139392334,-1606.4142541200054,1582.0901822233282,0.0
weekday,B0,2025-05-27,60492.4268,0.0,0.0,897.5941666666686,11999.653266666666,47312.23737890666,3041.2105542000054,50353.44793310667,1306.5387536983399,-9708.813105602734,0.0
weekday,B0,2025-05-28,58729.79073333333,0.0,0.0,2197.987483333335,8653.953516666665,45548.203506599995,9278.06536773334,54826.268874333335,675.7335710116677,-2583.597794953712,0.0
weekday,B0,2025-05-29,59211.87036666666,0.0,0.0,2603.042300000003,7704.790166666666,46325.96569886333,10998.489042591676,57324.454741455,-422.5220718066703,-5519.504407942164,0.0
weekday,B0,2025-05-30,34647.94643333333,0.0,0.0,1146.4175500000003,29198.12978333333,25288.093888261665,4498.066209191667,29786.160097453332,18001.685740229997,5309.300042817598,0.0
weekday,B0,2025-05-31,35216.602,0.0,0.0,1144.2489666666675,27971.669366666665,25731.28209276333,4061.498294983336,29792.780387746665,790.5571067850033,-7550.593746841474,0.0
weekday,B0,2025-06-01,60653.56806666667,0.0,0.0,11395.492900000005,824.2345666666668,47468.597412439995,46824.965006300015,94293.56241874001,88772.63686,119349.87890302978,0.0
weekday,B0,2025-06-02,63223.05156666666,0.0,0.0,11080.842583333337,5663.086449999999,49741.73375293333,45256.25271433335,94997.98646726669,-21925.28685540668,-32285.56801433646,0.0
weekday,B0,2025-06-03,64957.02668333333,0.0,0.0,7143.167583333336,3907.8264666666664,51328.83302003833,29178.74412975001,80507.57714978834,-14385.245757493336,-19860.746133606794,0.0
weekday,B0,2025-06-04,63771.92128333333,0.0,0.0,8806.526583333336,2933.186966666666,50355.658401558336,34632.05663125001,84987.71503280834,-19351.615629035005,-25194.337108579755,0.0
weekday,B0,2025-06-05,63292.314,0.0,0.0,10043.91953333334,2186.9155333333333,49995.91294061667,39923.91076367501,89919.82370429169,-17387.211123476678,-27624.359964830604,0.0
weekday,B0,2025-06-06,35192.44098333333,0.0,0.0,8789.288466666667,13126.733249999997,25742.561701098333,35989.894026483336,61732.45572758167,-3929.906351531674,-15317.291680376322,0.0
weekday,B0,2025-06-07,37128.3594,0.0,0.0,5996.134333333335,11997.980333333333,27339.89834099833,24294.50833770834,51634.40667870667,-14611.112697645003,-20914.54685774963,0.0
weekday,B0,2025-06-08,76329.30273333333,0.0,0.0,871.2983666666678,12015.677799999994,60965.92022541999,3232.286923633338,64198.20714905333,78569.90247096335,92383.17515246336,0.0
weekday,B0,2025-06-09,68659.13694999999,0.0,0.0,5316.372100000003,3042.7966499999984,53659.49991644666,24185.35227371668,77844.85219016334,-321.9349712999974,-4181.194372545549,0.0
weekday,B0,2025-06-10,72629.08636666666,0.0,0.0,2753.403566666669,3764.045133333332,57558.47902871999,11601.75673925001,69160.23576796999,168.12071788667527,-8115.8893340360955,0.0
weekday,B0,2025-06-11,73952.50798333333,0.0,0.0,4770.4008833333355,2638.4627666666647,58359.21893902999,21361.86114712501,79721.08008615501,2394.3228628666693,-5212.482420572778,0.0
weekday,B0,2025-06-12,77208.34803333334,0.0,0.0,1459.0235166666694,6214.980949999996,61704.02422123666,5890.107913516677,67594.13213475334,-343.23377549333964,-10852.821564645354,0.0
weekday,B0,2025-06-13,42606.53108333333,0.0,0.0,1221.6854833333343,15482.902866666664,31856.465117959997,5096.249225916672,36952.714343876665,21734.744999291666,10779.48160965932,0.0
weekday,B0,2025-06-14,43233.51553333333,0.0,0.0,930.2368500000014,17970.40898333333,32313.62937355,3356.328607433338,35669.95798098334,524.3891650116639,-6620.125418658947,0.0
weekday,B0,2025-06-15,72791.97188333333,0.0,0.0,2353.1133666666674,4518.1108499999955,57352.595511806656,11279.855820558336,68632.45133236499,89241.810183035,113001.25383965258,0.0
weekday,B0,2025-06-16,72246.82463333334,0.0,0.0,3944.1693166666682,3496.940849999998,57290.89385710166,16039.878620116673,73330.77247721833,796.5581208133517,-9478.311147074994,0.0
weekday,B0,2025-06-17,74010.2175,0.0,0.0,3685.0472000000027,3058.2532999999976,58632.154457793324,15360.592395933345,73992.74685372667,-102.14673429500544,-8906.328212461507,0.0
weekday,B0,2025-06-18,75981.33141666667,0.0,0.0,1044.0322500000007,6096.971866666663,60260.00087541832,4500.917024258336,64760.91789967666,-184.53247615999135,-10031.456448493453,0.0
weekday,B0,2025-06-19,72132.02831666666,0.0,0.0,2376.335750000002,6248.859266666664,57286.39081810166,9904.770602425007,67191.16142052667,936.8111430216668,-9328.163604784044,0.0
weekday,B0,2025-06-20,41361.44025,0.0,0.0,1074.1488166666677,20035.008266666664,31033.07951950833,3709.5010994750037,34742.58061898333,21819.51643217833,10032.709372586214,0.0
weekday,B0,2025-06-21,41819.56566666666,0.0,0.0,957.2849500000009,23442.110316666665,31140.87015154166,3375.842580333336,34516.712731875,2201.255469321666,-8647.699592870365,0.0
weekday,B0,2025-06-22,69729.40916666665,0.0,0.0,2934.5342833333348,5206.602249999996,55219.30604960166,12162.908482016672,67382.21453161833,87144.77047114169,110735.88481741013,0.0
weekday,B0,2025-06-23,70053.86134999999,0.0,0.0,2532.255133333336,5524.830383333332,55366.560159525,10822.982835558347,66189.54299508335,1982.3847302266513,-8297.960834847188,0.0
weekday,B0,2025-06-24,70947.00390000001,0.0,0.0,7179.933516666669,1858.1447166666649,56250.22506400834,30755.253918133345,87005.47898214168,-105.86449586000526,-2289.1314726433193,0.0
weekday,B0,2025-06-25,76089.31713333333,0.0,0.0,1414.3259666666677,7066.221599999995,60791.472900618326,4906.737598625004,65698.21049924333,608.9207823366742,-10055.943288643684,0.0
weekday,B0,2025-06-26,72255.6647,0.0,0.0,1769.8595000000023,6478.140499999996,57415.56611832166,7360.040864408344,64775.60698273,750.6596359066752,-10055.613719993897,0.0
weekday,B0,2025-06-27,40154.3189,0.0,0.0,1064.208383333334,21446.88208333333,29821.215713548332,4180.314253933337,34001.52996748167,21633.593922535,10115.490267521323,0.0
weekday,B0,2025-06-28,40621.24791666667,0.0,0.0,1445.280983333334,20289.602799999997,29984.243638081665,5726.544551591671,35710.78818967334,-904.7154098533356,-8503.166864939081,0.0
