issue_date,issue_time,lead_hour,forecast_kw,target_date,interval_index,interval_start_minute,interval_end_minute
2025-04-26,0:00,23,0.0000,2025-04-26,136,1350,1360
2025-04-26,0:00,23,0.0000,2025-04-26,137,1360,1370
2025-04-26,0:00,23,0.0000,2025-04-26,138,1370,1380
2025-04-26,0:00,24,0.0000,2025-04-26,139,1380,1390
2025-04-26,0:00,24,0.0000,2025-04-26,140,1390,1400
2025-04-26,0:00,24,0.0000,2025-04-26,141,1400,1410
2025-04-26,0:00,24,0.0000,2025-04-26,142,1410,1420
2025-04-26,0:00,24,0.0000,2025-04-26,143,1420,1430
2025-04-26,0:00,24,0.0000,2025-04-26,144,1430,1440
2025-04-26,6:00,1,2768.6169,2025-04-26,37,360,370
2025-04-26,6:00,1,2768.6169,2025-04-26,38,370,380
2025-04-26,6:00,1,2768.6169,2025-04-26,39,380,390
2025-04-26,6:00,1,2768.6169,2025-04-26,40,390,400
2025-04-26,6:00,1,2768.6169,2025-04-26,41,400,410
2025-04-26,6:00,1,2768.6169,2025-04-26,42,410,420
2025-04-26,6:00,2,4792.5574,2025-04-26,43,420,430
2025-04-26,6:00,2,4792.5574,2025-04-26,44,430,440
2025-04-26,6:00,2,4792.5574,2025-04-26,45,440,450
2025-04-26,6:00,2,4792.5574,2025-04-26,46,450,460
2025-04-26,6:00,2,4792.5574,2025-04-26,47,460,470
2025-04-26,6:00,2,4792.5574,2025-04-26,48,470,480
2025-04-26,6:00,3,6499.8665,2025-04-26,49,480,490
2025-04-26,6:00,3,6499.8665,2025-04-26,50,490,500
2025-04-26,6:00,3,6499.8665,2025-04-26,51,500,510
2025-04-26,6:00,3,6499.8665,2025-04-26,52,510,520
2025-04-26,6:00,3,6499.8665,2025-04-26,53,520,530
2025-04-26,6:00,3,6499.8665,2025-04-26,54,530,540
2025-04-26,6:00,4,7796.5102,2025-04-26,55,540,550
2025-04-26,6:00,4,7796.5102,2025-04-26,56,550,560
2025-04-26,6:00,4,7796.5102,2025-04-26,57,560,570
2025-04-26,6:00,4,7796.5102,2025-04-26,58,570,580
2025-04-26,6:00,4,7796.5102,2025-04-26,59,580,590
2025-04-26,6:00,4,7796.5102,2025-04-26,60,590,600
2025-04-26,6:00,5,9209.7750,2025-04-26,61,600,610
2025-04-26,6:00,5,9209.7750,2025-04-26,62,610,620
2025-04-26,6:00,5,9209.7750,2025-04-26,63,620,630
2025-04-26,6:00,5,9209.7750,2025-04-26,64,630,640
2025-04-26,6:00,5,9209.7750,2025-04-26,65,640,650
2025-04-26,6:00,5,9209.7750,2025-04-26,66,650,660
2025-04-26,6:00,6,9995.8875,2025-04-26,67,660,670
2025-04-26,6:00,6,9995.8875,2025-04-26,68,670,680
2025-04-26,6:00,6,9995.8875,2025-04-26,69,680,690
2025-04-26,6:00,6,9995.8875,2025-04-26,70,690,700
2025-04-26,6:00,6,9995.8875,2025-04-26,71,700,710
2025-04-26,6:00,6,9995.8875,2025-04-26,72,710,720
2025-04-26,6:00,7,9122.2022,2025-04-26,73,720,730
2025-04-26,6:00,7,9122.2022,2025-04-26,74,730,740
2025-04-26,6:00,7,9122.2022,2025-04-26,75,740,750
2025-04-26,6:00,7,9122.2022,2025-04-26,76,750,760
2025-04-26,6:00,7,9122.2022,2025-04-26,77,760,770
2025-04-26,6:00,7,9122.2022,2025-04-26,78,770,780
2025-04-26,6:00,8,7703.9141,2025-04-26,79,780,790
2025-04-26,6:00,8,7703.9141,2025-04-26,80,790,800
2025-04-26,6:00,8,7703.9141,2025-04-26,81,800,810
2025-04-26,6:00,8,7703.9141,2025-04-26,82,810,820
2025-04-26,6:00,8,7703.9141,2025-04-26,83,820,830
2025-04-26,6:00,8,7703.9141,2025-04-26,84,830,840
2025-04-26,6:00,9,6802.7061,2025-04-26,85,840,850
2025-04-26,6:00,9,6802.7061,2025-04-26,86,850,860
2025-04-26,6:00,9,6802.7061,2025-04-26,87,860,870
2025-04-26,6:00,9,6802.7061,2025-04-26,88,870,880
2025-04-26,6:00,9,6802.7061,2025-04-26,89,880,890
2025-04-26,6:00,9,6802.7061,2025-04-26,90,890,900
2025-04-26,6:00,10,4641.3626,2025-04-26,91,900,910
2025-04-26,6:00,10,4641.3626,2025-04-26,92,910,920
2025-04-26,6:00,10,4641.3626,2025-04-26,93,920,930
2025-04-26,6:00,10,4641.3626,2025-04-26,94,930,940
2025-04-26,6:00,10,4641.3626,2025-04-26,95,940,950
2025-04-26,6:00,10,4641.3626,2025-04-26,96,950,960
2025-04-26,6:00,11,2428.3385,2025-04-26,97,960,970
2025-04-26,6:00,11,2428.3385,2025-04-26,98,970,980
2025-04-26,6:00,11,2428.3385,2025-04-26,99,980,990
2025-04-26,6:00,11,2428.3385,2025-04-26,100,990,1000
2025-04-26,6:00,11,2428.3385,2025-04-26,101,1000,1010
2025-04-26,6:00,11,2428.3385,2025-04-26,102,1010,1020
2025-04-26,6:00,12,821.9981,2025-04-26,103,1020,1030
2025-04-26,6:00,12,821.9981,2025-04-26,104,1030,1040
2025-04-26,6:00,12,821.9981,2025-04-26,105,1040,1050
2025-04-26,6:00,12,821.9981,2025-04-26,106,1050,1060
2025-04-26,6:00,12,821.9981,2025-04-26,107,1060,1070
2025-04-26,6:00,12,821.9981,2025-04-26,108,1070,1080
2025-04-26,6:00,13,0.0000,2025-04-26,109,1080,1090
2025-04-26,6:00,13,0.0000,2025-04-26,110,1090,1100
2025-04-26,6:00,13,0.0000,2025-04-26,111,1100,1110
2025-04-26,6:00,13,0.0000,2025-04-26,112,1110,1120
2025-04-26,6:00,13,0.0000,2025-04-26,113,1120,1130
2025-04-26,6:00,13,0.0000,2025-04-26,114,1130,1140
2025-04-26,6:00,14,0.0000,2025-04-26,115,1140,1150
2025-04-26,6:00,14,0.0000,2025-04-26,116,1150,1160
2025-04-26,6:00,14,0.0000,2025-04-26,117,1160,1170
2025-04-26,6:00,14,0.0000,2025-04-26,118,1170,1180
2025-04-26,6:00,14,0.0000,2025-04-26,119,1180,1190
2025-04-26,6:00,14,0.0000,2025-04-26,120,1190,1200
2025-04-26,6:00,15,0.0000,2025-04-26,121,1200,1210
2025-04-26,6:00,15,0.0000,2025-04-26,122,1210,1220
2025-04-26,6:00,15,0.0000,2025-04-26,123,1220,1230
2025-04-26,6:00,15,0.0000,2025-04-26,124,1230,1240
2025-04-26,6:00,15,0.0000,2025-04-26,125,1240,1250
2025-04-26,6:00,15,0.0000,2025-04-26,126,1250,1260
2025-04-26,6:00,16,0.0000,2025-04-26,127,1260,1270
2025-04-26,6:00,16,0.0000,2025-04-26,128,1270,1280
2025-04-26,6:00,16,0.0000,2025-04-26,129,1280,1290
2025-04-26,6:00,16,0.0000,2025-04-26,130,1290,1300
2025-04-26,6:00,16,0.0000,2025-04-26,131,1300,1310
2025-04-26,6:00,16,0.0000,2025-04-26,132,1310,1320
2025-04-26,6:00,17,0.0000,2025-04-26,133,1320,1330
2025-04-26,6:00,17,0.0000,2025-04-26,134,1330,1340
2025-04-26,6:00,17,0.0000,2025-04-26,135,1340,1350
2025-04-26,6:00,17,0.0000,2025-04-26,136,1350,1360
2025-04-26,6:00,17,0.0000,2025-04-26,137,1360,1370
2025-04-26,6:00,17,0.0000,2025-04-26,138,1370,1380
2025-04-26,6:00,18,0.0000,2025-04-26,139,1380,1390
2025-04-26,6:00,18,0.0000,2025-04-26,140,1390,1400
2025-04-26,6:00,18,0.0000,2025-04-26,141,1400,1410
2025-04-26,6:00,18,0.0000,2025-04-26,142,1410,1420
2025-04-26,6:00,18,0.0000,2025-04-26,143,1420,1430
2025-04-26,6:00,18,0.0000,2025-04-26,144,1430,1440
2025-04-26,6:00,19,0.0000,2025-04-27,1,0,10
2025-04-26,6:00,19,0.0000,2025-04-27,2,10,20
2025-04-26,6:00,19,0.0000,2025-04-27,3,20,30
2025-04-26,6:00,19,0.0000,2025-04-27,4,30,40
2025-04-26,6:00,19,0.0000,2025-04-27,5,40,50
2025-04-26,6:00,19,0.0000,2025-04-27,6,50,60
2025-04-26,6:00,20,0.0000,2025-04-27,7,60,70
2025-04-26,6:00,20,0.0000,2025-04-27,8,70,80
2025-04-26,6:00,20,0.0000,2025-04-27,9,80,90
2025-04-26,6:00,20,0.0000,2025-04-27,10,90,100
2025-04-26,6:00,20,0.0000,2025-04-27,11,100,110
2025-04-26,6:00,20,0.0000,2025-04-27,12,110,120
2025-04-26,6:00,21,0.0000,2025-04-27,13,120,130
2025-04-26,6:00,21,0.0000,2025-04-27,14,130,140
2025-04-26,6:00,21,0.0000,2025-04-27,15,140,150
2025-04-26,6:00,21,0.0000,2025-04-27,16,150,160
2025-04-26,6:00,21,0.0000,2025-04-27,17,160,170
2025-04-26,6:00,21,0.0000,2025-04-27,18,170,180
2025-04-26,6:00,22,0.0000,2025-04-27,19,180,190
2025-04-26,6:00,22,0.0000,2025-04-27,20,190,200
2025-04-26,6:00,22,0.0000,2025-04-27,21,200,210
2025-04-26,6:00,22,0.0000,2025-04-27,22,210,220
2025-04-26,6:00,22,0.0000,2025-04-27,23,220,230
2025-04-26,6:00,22,0.0000,2025-04-27,24,230,240
2025-04-26,6:00,23,0.0000,2025-04-27,25,240,250
2025-04-26,6:00,23,0.0000,2025-04-27,26,250,260
2025-04-26,6:00,23,0.0000,2025-04-27,27,260,270
2025-04-26,6:00,23,0.0000,2025-04-27,28,270,280
2025-04-26,6:00,23,0.0000,2025-04-27,29,280,290
2025-04-26,6:00,23,0.0000,2025-04-27,30,290,300
2025-04-26,6:00,24,695.3793,2025-04-27,31,300,310
2025-04-26,6:00,24,695.3793,2025-04-27,32,310,320
2025-04-26,6:00,24,695.3793,2025-04-27,33,320,330
2025-04-26,6:00,24,695.3793,2025-04-27,34,330,340
2025-04-26,6:00,24,695.3793,2025-04-27,35,340,350
2025-04-26,6:00,24,695.3793,2025-04-27,36,350,360
2025-04-26,12:00,1,8824.4783,2025-04-26,73,720,730
2025-04-26,12:00,1,8824.4783,2025-04-26,74,730,740
2025-04-26,12:00,1,8824.4783,2025-04-26,75,740,750
2025-04-26,12:00,1,8824.4783,2025-04-26,76,750,760
2025-04-26,12:00,1,8824.4783,2025-04-26,77,760,770
2025-04-26,12:00,1,8824.4783,2025-04-26,78,770,780
2025-04-26,12:00,2,7108.0430,2025-04-26,79,780,790
2025-04-26,12:00,2,7108.0430,2025-04-26,80,790,800
2025-04-26,12:00,2,7108.0430,2025-04-26,81,800,810
2025-04-26,12:00,2,7108.0430,2025-04-26,82,810,820
2025-04-26,12:00,2,7108.0430,2025-04-26,83,820,830
2025-04-26,12:00,2,7108.0430,2025-04-26,84,830,840
2025-04-26,12:00,3,5889.1150,2025-04-26,85,840,850
2025-04-26,12:00,3,5889.1150,2025-04-26,86,850,860
2025-04-26,12:00,3,5889.1150,2025-04-26,87,860,870
2025-04-26,12:00,3,5889.1150,2025-04-26,88,870,880
2025-04-26,12:00,3,5889.1150,2025-04-26,89,880,890
2025-04-26,12:00,3,5889.1150,2025-04-26,90,890,900
2025-04-26,12:00,4,4222.6874,2025-04-26,91,900,910
2025-04-26,12:00,4,4222.6874,2025-04-26,92,910,920
2025-04-26,12:00,4,4222.6874,2025-04-26,93,920,930
2025-04-26,12:00,4,4222.6874,2025-04-26,94,930,940
2025-04-26,12:00,4,4222.6874,2025-04-26,95,940,950
2025-04-26,12:00,4,4222.6874,2025-04-26,96,950,960
2025-04-26,12:00,5,2237.0167,2025-04-26,97,960,970
2025-04-26,12:00,5,2237.0167,2025-04-26,98,970,980
2025-04-26,12:00,5,2237.0167,2025-04-26,99,980,990
2025-04-26,12:00,5,2237.0167,2025-04-26,100,990,1000
2025-04-26,12:00,5,2237.0167,2025-04-26,101,1000,1010
2025-04-26,12:00,5,2237.0167,2025-04-26,102,1010,1020
2025-04-26,12:00,6,727.6666,2025-04-26,103,1020,1030
2025-04-26,12:00,6,727.6666,2025-04-26,104,1030,1040
2025-04-26,12:00,6,727.6666,2025-04-26,105,1040,1050
2025-04-26,12:00,6,727.6666,2025-04-26,106,1050,1060
2025-04-26,12:00,6,727.6666,2025-04-26,107,1060,1070
2025-04-26,12:00,6,727.6666,2025-04-26,108,1070,1080
2025-04-26,12:00,7,0.0000,2025-04-26,109,1080,1090
2025-04-26,12:00,7,0.0000,2025-04-26,110,1090,1100
2025-04-26,12:00,7,0.0000,2025-04-26,111,1100,1110
2025-04-26,12:00,7,0.0000,2025-04-26,112,1110,1120
2025-04-26,12:00,7,0.0000,2025-04-26,113,1120,1130
2025-04-26,12:00,7,0.0000,2025-04-26,114,1130,1140
2025-04-26,12:00,8,0.0000,2025-04-26,115,1140,1150
2025-04-26,12:00,8,0.0000,2025-04-26,116,1150,1160
2025-04-26,12:00,8,0.0000,2025-04-26,117,1160,1170
2025-04-26,12:00,8,0.0000,2025-04-26,118,1170,1180
2025-04-26,12:00,8,0.0000,2025-04-26,119,1180,1190
2025-04-26,12:00,8,0.0000,2025-04-26,120,1190,1200
2025-04-26,12:00,9,0.0000,2025-04-26,121,1200,1210
2025-04-26,12:00,9,0.0000,2025-04-26,122,1210,1220
2025-04-26,12:00,9,0.0000,2025-04-26,123,1220,1230
2025-04-26,12:00,9,0.0000,2025-04-26,124,1230,1240
2025-04-26,12:00,9,0.0000,2025-04-26,125,1240,1250
2025-04-26,12:00,9,0.0000,2025-04-26,126,1250,1260
2025-04-26,12:00,10,0.0000,2025-04-26,127,1260,1270
2025-04-26,12:00,10,0.0000,2025-04-26,128,1270,1280
2025-04-26,12:00,10,0.0000,2025-04-26,129,1280,1290
2025-04-26,12:00,10,0.0000,2025-04-26,130,1290,1300
2025-04-26,12:00,10,0.0000,2025-04-26,131,1300,1310
2025-04-26,12:00,10,0.0000,2025-04-26,132,1310,1320
2025-04-26,12:00,11,0.0000,2025-04-26,133,1320,1330
2025-04-26,12:00,11,0.0000,2025-04-26,134,1330,1340
2025-04-26,12:00,11,0.0000,2025-04-26,135,1340,1350
2025-04-26,12:00,11,0.0000,2025-04-26,136,1350,1360
2025-04-26,12:00,11,0.0000,2025-04-26,137,1360,1370
2025-04-26,12:00,11,0.0000,2025-04-26,138,1370,1380
2025-04-26,12:00,12,0.0000,2025-04-26,139,1380,1390
2025-04-26,12:00,12,0.0000,2025-04-26,140,1390,1400
2025-04-26,12:00,12,0.0000,2025-04-26,141,1400,1410
2025-04-26,12:00,12,0.0000,2025-04-26,142,1410,1420
2025-04-26,12:00,12,0.0000,2025-04-26,143,1420,1430
2025-04-26,12:00,12,0.0000,2025-04-26,144,1430,1440
2025-04-26,12:00,13,0.0000,2025-04-27,1,0,10
2025-04-26,12:00,13,0.0000,2025-04-27,2,10,20
2025-04-26,12:00,13,0.0000,2025-04-27,3,20,30
2025-04-26,12:00,13,0.0000,2025-04-27,4,30,40
2025-04-26,12:00,13,0.0000,2025-04-27,5,40,50
2025-04-26,12:00,13,0.0000,2025-04-27,6,50,60
2025-04-26,12:00,14,0.0000,2025-04-27,7,60,70
2025-04-26,12:00,14,0.0000,2025-04-27,8,70,80
2025-04-26,12:00,14,0.0000,2025-04-27,9,80,90
2025-04-26,12:00,14,0.0000,2025-04-27,10,90,100
2025-04-26,12:00,14,0.0000,2025-04-27,11,100,110
2025-04-26,12:00,14,0.0000,2025-04-27,12,110,120
2025-04-26,12:00,15,0.0000,2025-04-27,13,120,130
2025-04-26,12:00,15,0.0000,2025-04-27,14,130,140
2025-04-26,12:00,15,0.0000,2025-04-27,15,140,150
2025-04-26,12:00,15,0.0000,2025-04-27,16,150,160
2025-04-26,12:00,15,0.0000,2025-04-27,17,160,170
2025-04-26,12:00,15,0.0000,2025-04-27,18,170,180
2025-04-26,12:00,16,0.0000,2025-04-27,19,180,190
2025-04-26,12:00,16,0.0000,2025-04-27,20,190,200
2025-04-26,12:00,16,0.0000,2025-04-27,21,200,210
2025-04-26,12:00,16,0.0000,2025-04-27,22,210,220
2025-04-26,12:00,16,0.0000,2025-04-27,23,220,230
2025-04-26,12:00,16,0.0000,2025-04-27,24,230,240
2025-04-26,12:00,17,0.0000,2025-04-27,25,240,250
2025-04-26,12:00,17,0.0000,2025-04-27,26,250,260
2025-04-26,12:00,17,0.0000,2025-04-27,27,260,270
2025-04-26,12:00,17,0.0000,2025-04-27,28,270,280
2025-04-26,12:00,17,0.0000,2025-04-27,29,280,290
2025-04-26,12:00,17,0.0000,2025-04-27,30,290,300
2025-04-26,12:00,18,682.7409,2025-04-27,31,300,310
2025-04-26,12:00,18,682.7409,2025-04-27,32,310,320
2025-04-26,12:00,18,682.7409,2025-04-27,33,320,330
2025-04-26,12:00,18,682.7409,2025-04-27,34,330,340
2025-04-26,12:00,18,682.7409,2025-04-27,35,340,350
2025-04-26,12:00,18,682.7409,2025-04-27,36,350,360
2025-04-26,12:00,19,2646.7109,2025-04-27,37,360,370
2025-04-26,12:00,19,2646.7109,2025-04-27,38,370,380
2025-04-26,12:00,19,2646.7109,2025-04-27,39,380,390
2025-04-26,12:00,19,2646.7109,2025-04-27,40,390,400
2025-04-26,12:00,19,2646.7109,2025-04-27,41,400,410
2025-04-26,12:00,19,2646.7109,2025-04-27,42,410,420
2025-04-26,12:00,20,4692.7831,2025-04-27,43,420,430
2025-04-26,12:00,20,4692.7831,2025-04-27,44,430,440
2025-04-26,12:00,20,4692.7831,2025-04-27,45,440,450
2025-04-26,12:00,20,4692.7831,2025-04-27,46,450,460
2025-04-26,12:00,20,4692.7831,2025-04-27,47,460,470
2025-04-26,12:00,20,4692.7831,2025-04-27,48,470,480
2025-04-26,12:00,21,5499.6851,2025-04-27,49,480,490
2025-04-26,12:00,21,5499.6851,2025-04-27,50,490,500
2025-04-26,12:00,21,5499.6851,2025-04-27,51,500,510
2025-04-26,12:00,21,5499.6851,2025-04-27,52,510,520
2025-04-26,12:00,21,5499.6851,2025-04-27,53,520,530
2025-04-26,12:00,21,5499.6851,2025-04-27,54,530,540
2025-04-26,12:00,22,6720.1822,2025-04-27,55,540,550
2025-04-26,12:00,22,6720.1822,2025-04-27,56,550,560
2025-04-26,12:00,22,6720.1822,2025-04-27,57,560,570
2025-04-26,12:00,22,6720.1822,2025-04-27,58,570,580
2025-04-26,12:00,22,6720.1822,2025-04-27,59,580,590
2025-04-26,12:00,22,6720.1822,2025-04-27,60,590,600
2025-04-26,12:00,23,6369.3622,2025-04-27,61,600,610
2025-04-26,12:00,23,6369.3622,2025-04-27,62,610,620
2025-04-26,12:00,23,6369.3622,2025-04-27,63,620,630
2025-04-26,12:00,23,6369.3622,2025-04-27,64,630,640
2025-04-26,12:00,23,6369.3622,2025-04-27,65,640,650
2025-04-26,12:00,23,6369.3622,2025-04-27,66,650,660
2025-04-26,12:00,24,4885.2944,2025-04-27,67,660,670
2025-04-26,12:00,24,4885.2944,2025-04-27,68,670,680
2025-04-26,12:00,24,4885.2944,2025-04-27,69,680,690
2025-04-26,12:00,24,4885.2944,2025-04-27,70,690,700
2025-04-26,12:00,24,4885.2944,2025-04-27,71,700,710
2025-04-26,12:00,24,4885.2944,2025-04-27,72,710,720
2025-04-26,18:00,1,0.0000,2025-04-26,109,1080,1090
2025-04-26,18:00,1,0.0000,2025-04-26,110,1090,1100
2025-04-26,18:00,1,0.0000,2025-04-26,111,1100,1110
2025-04-26,18:00,1,0.0000,2025-04-26,112,1110,1120
2025-04-26,18:00,1,0.0000,2025-04-26,113,1120,1130
2025-04-26,18:00,1,0.0000,2025-04-26,114,1130,1140
2025-04-26,18:00,2,0.0000,2025-04-26,115,1140,1150
2025-04-26,18:00,2,0.0000,2025-04-26,116,1150,1160
2025-04-26,18:00,2,0.0000,2025-04-26,117,1160,1170
2025-04-26,18:00,2,0.0000,2025-04-26,118,1170,1180
2025-04-26,18:00,2,0.0000,2025-04-26,119,1180,1190
2025-04-26,18:00,2,0.0000,2025-04-26,120,1190,1200
2025-04-26,18:00,3,0.0000,2025-04-26,121,1200,1210
2025-04-26,18:00,3,0.0000,2025-04-26,122,1210,1220
2025-04-26,18:00,3,0.0000,2025-04-26,123,1220,1230
2025-04-26,18:00,3,0.0000,2025-04-26,124,1230,1240
2025-04-26,18:00,3,0.0000,2025-04-26,125,1240,1250
2025-04-26,18:00,3,0.0000,2025-04-26,126,1250,1260
2025-04-26,18:00,4,0.0000,2025-04-26,127,1260,1270
2025-04-26,18:00,4,0.0000,2025-04-26,128,1270,1280
2025-04-26,18:00,4,0.0000,2025-04-26,129,1280,1290
2025-04-26,18:00,4,0.0000,2025-04-26,130,1290,1300
2025-04-26,18:00,4,0.0000,2025-04-26,131,1300,1310
2025-04-26,18:00,4,0.0000,2025-04-26,132,1310,1320
2025-04-26,18:00,5,0.0000,2025-04-26,133,1320,1330
2025-04-26,18:00,5,0.0000,2025-04-26,134,1330,1340
2025-04-26,18:00,5,0.0000,2025-04-26,135,1340,1350
2025-04-26,18:00,5,0.0000,2025-04-26,136,1350,1360
2025-04-26,18:00,5,0.0000,2025-04-26,137,1360,1370
2025-04-26,18:00,5,0.0000,2025-04-26,138,1370,1380
2025-04-26,18:00,6,0.0000,2025-04-26,139,1380,1390
2025-04-26,18:00,6,0.0000,2025-04-26,140,1390,1400
2025-04-26,18:00,6,0.0000,2025-04-26,141,1400,1410
2025-04-26,18:00,6,0.0000,2025-04-26,142,1410,1420
2025-04-26,18:00,6,0.0000,2025-04-26,143,1420,1430
2025-04-26,18:00,6,0.0000,2025-04-26,144,1430,1440
2025-04-26,18:00,7,0.0000,2025-04-27,1,0,10
2025-04-26,18:00,7,0.0000,2025-04-27,2,10,20
2025-04-26,18:00,7,0.0000,2025-04-27,3,20,30
2025-04-26,18:00,7,0.0000,2025-04-27,4,30,40
2025-04-26,18:00,7,0.0000,2025-04-27,5,40,50
2025-04-26,18:00,7,0.0000,2025-04-27,6,50,60
2025-04-26,18:00,8,0.0000,2025-04-27,7,60,70
2025-04-26,18:00,8,0.0000,2025-04-27,8,70,80
2025-04-26,18:00,8,0.0000,2025-04-27,9,80,90
2025-04-26,18:00,8,0.0000,2025-04-27,10,90,100
2025-04-26,18:00,8,0.0000,2025-04-27,11,100,110
2025-04-26,18:00,8,0.0000,2025-04-27,12,110,120
2025-04-26,18:00,9,0.0000,2025-04-27,13,120,130
2025-04-26,18:00,9,0.0000,2025-04-27,14,130,140
2025-04-26,18:00,9,0.0000,2025-04-27,15,140,150
2025-04-26,18:00,9,0.0000,2025-04-27,16,150,160
2025-04-26,18:00,9,0.0000,2025-04-27,17,160,170
2025-04-26,18:00,9,0.0000,2025-04-27,18,170,180
2025-04-26,18:00,10,0.0000,2025-04-27,19,180,190
2025-04-26,18:00,10,0.0000,2025-04-27,20,190,200
2025-04-26,18:00,10,0.0000,2025-04-27,21,200,210
2025-04-26,18:00,10,0.0000,2025-04-27,22,210,220
2025-04-26,18:00,10,0.0000,2025-04-27,23,220,230
2025-04-26,18:00,10,0.0000,2025-04-27,24,230,240
2025-04-26,18:00,11,0.0000,2025-04-27,25,240,250
2025-04-26,18:00,11,0.0000,2025-04-27,26,250,260
2025-04-26,18:00,11,0.0000,2025-04-27,27,260,270
2025-04-26,18:00,11,0.0000,2025-04-27,28,270,280
2025-04-26,18:00,11,0.0000,2025-04-27,29,280,290
2025-04-26,18:00,11,0.0000,2025-04-27,30,290,300
2025-04-26,18:00,12,604.1254,2025-04-27,31,300,310
2025-04-26,18:00,12,604.1254,2025-04-27,32,310,320
2025-04-26,18:00,12,604.1254,2025-04-27,33,320,330
2025-04-26,18:00,12,604.1254,2025-04-27,34,330,340
2025-04-26,18:00,12,604.1254,2025-04-27,35,340,350
2025-04-26,18:00,12,604.1254,2025-04-27,36,350,360
2025-04-26,18:00,13,1860.1566,2025-04-27,37,360,370
2025-04-26,18:00,13,1860.1566,2025-04-27,38,370,380
2025-04-26,18:00,13,1860.1566,2025-04-27,39,380,390
2025-04-26,18:00,13,1860.1566,2025-04-27,40,390,400
2025-04-26,18:00,13,1860.1566,2025-04-27,41,400,410
2025-04-26,18:00,13,1860.1566,2025-04-27,42,410,420
2025-04-26,18:00,14,3620.0779,2025-04-27,43,420,430
2025-04-26,18:00,14,3620.0779,2025-04-27,44,430,440
2025-04-26,18:00,14,3620.0779,2025-04-27,45,440,450
2025-04-26,18:00,14,3620.0779,2025-04-27,46,450,460
2025-04-26,18:00,14,3620.0779,2025-04-27,47,460,470
2025-04-26,18:00,14,3620.0779,2025-04-27,48,470,480
2025-04-26,18:00,15,5945.8693,2025-04-27,49,480,490
2025-04-26,18:00,15,5945.8693,2025-04-27,50,490,500
2025-04-26,18:00,15,5945.8693,2025-04-27,51,500,510
2025-04-26,18:00,15,5945.8693,2025-04-27,52,510,520
2025-04-26,18:00,15,5945.8693,2025-04-27,53,520,530
2025-04-26,18:00,15,5945.8693,2025-04-27,54,530,540
2025-04-26,18:00,16,8260.9875,2025-04-27,55,540,550
2025-04-26,18:00,16,8260.9875,2025-04-27,56,550,560
2025-04-26,18:00,16,8260.9875,2025-04-27,57,560,570
2025-04-26,18:00,16,8260.9875,2025-04-27,58,570,580
2025-04-26,18:00,16,8260.9875,2025-04-27,59,580,590
2025-04-26,18:00,16,8260.9875,2025-04-27,60,590,600
2025-04-26,18:00,17,9209.7750,2025-04-27,61,600,610
2025-04-26,18:00,17,9209.7750,2025-04-27,62,610,620
2025-04-26,18:00,17,9209.7750,2025-04-27,63,620,630
2025-04-26,18:00,17,9209.7750,2025-04-27,64,630,640
2025-04-26,18:00,17,9209.7750,2025-04-27,65,640,650
2025-04-26,18:00,17,9209.7750,2025-04-27,66,650,660
2025-04-26,18:00,18,9995.8875,2025-04-27,67,660,670
2025-04-26,18:00,18,9995.8875,2025-04-27,68,670,680
2025-04-26,18:00,18,9995.8875,2025-04-27,69,680,690
2025-04-26,18:00,18,9995.8875,2025-04-27,70,690,700
2025-04-26,18:00,18,9995.8875,2025-04-27,71,700,710
2025-04-26,18:00,18,9995.8875,2025-04-27,72,710,720
2025-04-26,18:00,19,9561.1058,2025-04-27,73,720,730
2025-04-26,18:00,19,9561.1058,2025-04-27,74,730,740
2025-04-26,18:00,19,9561.1058,2025-04-27,75,740,750
2025-04-26,18:00,19,9561.1058,2025-04-27,76,750,760
2025-04-26,18:00,19,9561.1058,2025-04-27,77,760,770
2025-04-26,18:00,19,9561.1058,2025-04-27,78,770,780
2025-04-26,18:00,20,7094.5033,2025-04-27,79,780,790
2025-04-26,18:00,20,7094.5033,2025-04-27,80,790,800
2025-04-26,18:00,20,7094.5033,2025-04-27,81,800,810
2025-04-26,18:00,20,7094.5033,2025-04-27,82,810,820
2025-04-26,18:00,20,7094.5033,2025-04-27,83,820,830
2025-04-26,18:00,20,7094.5033,2025-04-27,84,830,840
2025-04-26,18:00,21,5439.9708,2025-04-27,85,840,850
2025-04-26,18:00,21,5439.9708,2025-04-27,86,850,860
2025-04-26,18:00,21,5439.9708,2025-04-27,87,860,870
2025-04-26,18:00,21,5439.9708,2025-04-27,88,870,880
2025-04-26,18:00,21,5439.9708,2025-04-27,89,880,890
2025-04-26,18:00,21,5439.9708,2025-04-27,90,890,900
2025-04-26,18:00,22,4301.0517,2025-04-27,91,900,910
2025-04-26,18:00,22,4301.0517,2025-04-27,92,910,920
2025-04-26,18:00,22,4301.0517,2025-04-27,93,920,930
2025-04-26,18:00,22,4301.0517,2025-04-27,94,930,940
2025-04-26,18:00,22,4301.0517,2025-04-27,95,940,950
2025-04-26,18:00,22,4301.0517,2025-04-27,96,950,960
2025-04-26,18:00,23,2207.4052,2025-04-27,97,960,970
2025-04-26,18:00,23,2207.4052,2025-04-27,98,970,980
2025-04-26,18:00,23,2207.4052,2025-04-27,99,980,990
2025-04-26,18:00,23,2207.4052,2025-04-27,100,990,1000
2025-04-26,18:00,23,2207.4052,2025-04-27,101,1000,1010
