source_date,interval_index,sample_minute,interval_start_date,interval_start_minute,interval_end_date,interval_end_minute,load_kw,pv_actual_kw,load_kwh,pv_actual_kwh
2025-01-24,96,960,2025-01-24,960,2025-01-24,970,3604.6100,1794.9000,600.7683,299.1500
2025-01-24,97,970,2025-01-24,970,2025-01-24,980,3640.2181,1575.5901,606.7030,262.5983
2025-01-24,98,980,2025-01-24,980,2025-01-24,990,3536.7839,1341.1802,589.4640,223.5300
2025-01-24,99,990,2025-01-24,990,2025-01-24,1000,3394.0500,1038.6750,565.6750,173.1125
2025-01-24,100,1000,2025-01-24,1000,2025-01-24,1010,3499.1378,761.8907,583.1896,126.9818
2025-01-24,101,1010,2025-01-24,1010,2025-01-24,1020,3127.3168,484.9956,521.2195,80.8326
2025-01-24,102,1020,2025-01-24,1020,2025-01-24,1030,2542.5900,221.2125,423.7650,36.8687
2025-01-24,103,1030,2025-01-24,1030,2025-01-24,1040,2767.0596,44.5401,461.1766,7.4234
2025-01-24,104,1040,2025-01-24,1040,2025-01-24,1050,2916.6364,0.0000,486.1061,0.0000
2025-01-24,105,1050,2025-01-24,1050,2025-01-24,1060,2712.4800,0.0000,452.0800,0.0000
2025-01-24,106,1060,2025-01-24,1060,2025-01-24,1070,2738.4986,2.6096,456.4164,0.4349
2025-01-24,107,1070,2025-01-24,1070,2025-01-24,1080,2673.5839,0.0000,445.5973,0.0000
2025-01-24,108,1080,2025-01-24,1080,2025-01-24,1090,2549.2000,0.0000,424.8667,0.0000
2025-01-24,109,1090,2025-01-24,1090,2025-01-24,1100,2763.8894,0.1874,460.6482,0.0312
2025-01-24,110,1100,2025-01-24,1100,2025-01-24,1110,2848.8452,0.0000,474.8075,0.0000
2025-01-24,111,1110,2025-01-24,1110,2025-01-24,1120,2744.3400,0.0000,457.3900,0.0000
2025-01-24,112,1120,2025-01-24,1120,2025-01-24,1130,2845.1956,0.0135,474.1993,0.0022
2025-01-24,113,1130,2025-01-24,1130,2025-01-24,1140,2854.3145,0.0000,475.7191,0.0000
2025-01-24,114,1140,2025-01-24,1140,2025-01-24,1150,2738.8500,0.0000,456.4750,0.0000
2025-01-24,115,1150,2025-01-24,1150,2025-01-24,1160,2773.9649,0.0000,462.3275,0.0000
2025-01-24,116,1160,2025-01-24,1160,2025-01-24,1170,2707.4422,0.0000,451.2404,0.0000
2025-01-24,117,1170,2025-01-24,1170,2025-01-24,1180,2544.0100,0.0000,424.0017,0.0000
2025-01-24,118,1180,2025-01-24,1180,2025-01-24,1190,2573.4613,0.0000,428.9102,0.0000
2025-01-24,119,1190,2025-01-24,1190,2025-01-24,1200,2658.8762,0.0000,443.1460,0.0000
2025-01-24,120,1200,2025-01-24,1200,2025-01-24,1210,2727.7100,0.0000,454.6183,0.0000
2025-01-24,121,1210,2025-01-24,1210,2025-01-24,1220,2838.0265,0.0000,473.0044,0.0000
2025-01-24,122,1220,2025-01-24,1220,2025-01-24,1230,2872.5661,0.0000,478.7610,0.0000
2025-01-24,123,1230,2025-01-24,1230,2025-01-24,1240,2753.9100,0.0000,458.9850,0.0000
2025-01-24,124,1240,2025-01-24,1240,2025-01-24,1250,2572.7107,0.0000,428.7851,0.0000
2025-01-24,125,1250,2025-01-24,1250,2025-01-24,1260,2720.2863,0.0000,453.3811,0.0000
2025-01-24,126,1260,2025-01-24,1260,2025-01-24,1270,2997.4100,0.0000,499.5683,0.0000
2025-01-24,127,1270,2025-01-24,1270,2025-01-24,1280,2839.3916,0.0000,473.2319,0.0000
2025-01-24,128,1280,2025-01-24,1280,2025-01-24,1290,2844.1800,0.0000,474.0300,0.0000
2025-01-24,129,1290,2025-01-24,1290,2025-01-24,1300,3120.7100,0.0000,520.1183,0.0000
2025-01-24,130,1300,2025-01-24,1300,2025-01-24,1310,3097.8301,0.0000,516.3050,0.0000
2025-01-24,131,1310,2025-01-24,1310,2025-01-24,1320,2651.0909,0.0000,441.8485,0.0000
2025-01-24,132,1320,2025-01-24,1320,2025-01-24,1330,2211.6900,0.0000,368.6150,0.0000
2025-01-24,133,1330,2025-01-24,1330,2025-01-24,1340,2369.9225,0.0000,394.9871,0.0000
2025-01-24,134,1340,2025-01-24,1340,2025-01-24,1350,2631.2980,0.0000,438.5497,0.0000
2025-01-24,135,1350,2025-01-24,1350,2025-01-24,1360,2682.9700,0.0000,447.1617,0.0000
2025-01-24,136,1360,2025-01-24,1360,2025-01-24,1370,2647.7992,0.0000,441.2999,0.0000
2025-01-24,137,1370,2025-01-24,1370,2025-01-24,1380,2563.1294,0.0000,427.1882,0.0000
2025-01-24,138,1380,2025-01-24,1380,2025-01-24,1390,2488.8000,0.0000,414.8000,0.0000
2025-01-24,139,1390,2025-01-24,1390,2025-01-24,1400,2476.4154,0.0000,412.7359,0.0000
2025-01-24,140,1400,2025-01-24,1400,2025-01-24,1410,2364.5323,0.0000,394.0887,0.0000
2025-01-24,141,1410,2025-01-24,1410,2025-01-24,1420,2290.7100,0.0000,381.7850,0.0000
2025-01-24,142,1420,2025-01-24,1420,2025-01-24,1430,2558.4689,0.0000,426.4115,0.0000
2025-01-24,143,1430,2025-01-24,1430,2025-01-25,0,2744.8498,0.0000,457.4750,0.0000
2025-01-24,144,1440,2025-01-25,0,2025-01-25,10,2716.5200,0.0000,452.7533,0.0000
2025-01-25,1,10,2025-01-25,10,2025-01-25,20,2725.9526,0.0000,454.3254,0.0000
2025-01-25,2,20,2025-01-25,20,2025-01-25,30,2680.0361,0.0000,446.6727,0.0000
2025-01-25,3,30,2025-01-25,30,2025-01-25,40,2659.8400,0.0000,443.3067,0.0000
2025-01-25,4,40,2025-01-25,40,2025-01-25,50,2861.9215,0.0000,476.9869,0.0000
2025-01-25,5,50,2025-01-25,50,2025-01-25,60,2905.6089,0.0000,484.2681,0.0000
2025-01-25,6,60,2025-01-25,60,2025-01-25,70,2809.2500,0.0000,468.2083,0.0000
2025-01-25,7,70,2025-01-25,70,2025-01-25,80,2942.6338,0.0000,490.4390,0.0000
2025-01-25,8,80,2025-01-25,80,2025-01-25,90,2923.2679,0.0000,487.2113,0.0000
2025-01-25,9,90,2025-01-25,90,2025-01-25,100,2787.6300,0.0000,464.6050,0.0000
2025-01-25,10,100,2025-01-25,100,2025-01-25,110,2965.6344,0.0000,494.2724,0.0000
2025-01-25,11,110,2025-01-25,110,2025-01-25,120,3034.1367,0.0000,505.6894,0.0000
2025-01-25,12,120,2025-01-25,120,2025-01-25,130,2927.0200,0.0000,487.8367,0.0000
2025-01-25,13,130,2025-01-25,130,2025-01-25,140,3011.4346,0.0000,501.9058,0.0000
2025-01-25,14,140,2025-01-25,140,2025-01-25,150,3089.5616,0.0000,514.9269,0.0000
2025-01-25,15,150,2025-01-25,150,2025-01-25,160,3045.2600,0.0000,507.5433,0.0000
2025-01-25,16,160,2025-01-25,160,2025-01-25,170,2987.7561,0.0000,497.9593,0.0000
2025-01-25,17,170,2025-01-25,170,2025-01-25,180,3006.3681,0.0000,501.0614,0.0000
2025-01-25,18,180,2025-01-25,180,2025-01-25,190,3084.3500,0.0000,514.0583,0.0000
2025-01-25,19,190,2025-01-25,190,2025-01-25,200,3126.3068,0.0000,521.0511,0.0000
2025-01-25,20,200,2025-01-25,200,2025-01-25,210,3116.9757,0.0000,519.4959,0.0000
2025-01-25,21,210,2025-01-25,210,2025-01-25,220,3072.6600,0.0000,512.1100,0.0000
2025-01-25,22,220,2025-01-25,220,2025-01-25,230,3032.6936,0.0000,505.4489,0.0000
2025-01-25,23,230,2025-01-25,230,2025-01-25,240,3080.0636,0.0000,513.3439,0.0000
2025-01-25,24,240,2025-01-25,240,2025-01-25,250,3156.8200,0.0000,526.1367,0.0000
2025-01-25,25,250,2025-01-25,250,2025-01-25,260,3125.5784,0.0000,520.9297,0.0000
2025-01-25,26,260,2025-01-25,260,2025-01-25,270,3130.4829,0.0000,521.7471,0.0000
2025-01-25,27,270,2025-01-25,270,2025-01-25,280,3213.0300,0.0000,535.5050,0.0000
2025-01-25,28,280,2025-01-25,280,2025-01-25,290,3270.1602,0.0000,545.0267,0.0000
2025-01-25,29,290,2025-01-25,290,2025-01-25,300,3315.7504,0.0010,552.6251,0.0002
2025-01-25,30,300,2025-01-25,300,2025-01-25,310,3312.3300,0.0000,552.0550,0.0000
2025-01-25,31,310,2025-01-25,310,2025-01-25,320,3207.5332,0.0000,534.5889,0.0000
2025-01-25,32,320,2025-01-25,320,2025-01-25,330,3209.2912,0.0144,534.8819,0.0024
2025-01-25,33,330,2025-01-25,330,2025-01-25,340,3361.1100,0.0000,560.1850,0.0000
2025-01-25,34,340,2025-01-25,340,2025-01-25,350,3477.1944,0.0000,579.5324,0.0000
2025-01-25,35,350,2025-01-25,350,2025-01-25,360,3389.6322,0.2004,564.9387,0.0334
2025-01-25,36,360,2025-01-25,360,2025-01-25,370,3243.7300,0.0000,540.6217,0.0000
2025-01-25,37,370,2025-01-25,370,2025-01-25,380,3336.7660,0.0000,556.1277,0.0000
2025-01-25,38,380,2025-01-25,380,2025-01-25,390,3366.6260,2.7909,561.1043,0.4652
2025-01-25,39,390,2025-01-25,390,2025-01-25,400,3278.0700,0.0000,546.3450,0.0000
2025-01-25,40,400,2025-01-25,400,2025-01-25,410,3360.0772,0.0000,560.0129,0.0000
2025-01-25,41,410,2025-01-25,410,2025-01-25,420,3665.4689,46.8087,610.9115,7.8014
2025-01-25,42,420,2025-01-25,420,2025-01-25,430,3894.9900,214.2750,649.1650,35.7125
2025-01-25,43,430,2025-01-25,430,2025-01-25,440,3712.6548,437.6595,618.7758,72.9432
2025-01-25,44,440,2025-01-25,440,2025-01-25,450,3753.1081,704.4992,625.5180,117.4165
2025-01-25,45,450,2025-01-25,450,2025-01-25,460,4054.8900,977.2875,675.8150,162.8812
2025-01-25,46,460,2025-01-25,460,2025-01-25,470,4015.2966,1215.2429,669.2161,202.5405
2025-01-25,47,470,2025-01-25,470,2025-01-25,480,3827.5220,1500.2126,637.9203,250.0354
2025-01-25,48,480,2025-01-25,480,2025-01-25,490,3736.9000,1827.8625,622.8167,304.6437
2025-01-25,49,490,2025-01-25,490,2025-01-25,500,3788.9000,2111.7790,631.4833,351.9632
2025-01-25,50,500,2025-01-25,500,2025-01-25,510,3858.0465,2402.4714,643.0077,400.4119
2025-01-25,51,510,2025-01-25,510,2025-01-25,520,3872.5600,2702.7375,645.4267,450.4563
2025-01-25,52,520,2025-01-25,520,2025-01-25,530,3877.6081,2966.6458,646.2680,494.4410
2025-01-25,53,530,2025-01-25,530,2025-01-25,540,4000.7483,3281.0183,666.7914,546.8364
2025-01-25,54,540,2025-01-25,540,2025-01-25,550,4240.5900,3647.3250,706.7650,607.8875
2025-01-25,55,550,2025-01-25,550,2025-01-25,560,4437.5166,3971.2547,739.5861,661.8758
2025-01-25,56,560,2025-01-25,560,2025-01-25,570,4407.4568,4252.9685,734.5761,708.8281
2025-01-25,57,570,2025-01-25,570,2025-01-25,580,4290.1900,4512.4125,715.0317,752.0688
2025-01-25,58,580,2025-01-25,580,2025-01-25,590,4408.5137,4755.8590,734.7523,792.6432
2025-01-25,59,590,2025-01-25,590,2025-01-25,600,4513.9210,4958.9544,752.3202,826.4924
2025-01-25,60,600,2025-01-25,600,2025-01-25,610,4437.9700,5169.0750,739.6617,861.5125
2025-01-25,61,610,2025-01-25,610,2025-01-25,620,4286.0237,5469.5743,714.3373,911.5957
2025-01-25,62,620,2025-01-25,620,2025-01-25,630,4334.2227,5772.8590,722.3705,962.1432
2025-01-25,63,630,2025-01-25,630,2025-01-25,640,4479.2300,6003.7500,746.5383,1000.6250
2025-01-25,64,640,2025-01-25,640,2025-01-25,650,4368.0102,6140.1740,728.0017,1023.3623
2025-01-25,65,650,2025-01-25,650,2025-01-25,660,4310.2467,6157.2768,718.3744,1026.2128
2025-01-25,66,660,2025-01-25,660,2025-01-25,670,4394.1700,6231.0750,732.3617,1038.5125
2025-01-25,67,670,2025-01-25,670,2025-01-25,680,4369.3618,6537.7781,728.2270,1089.6297
2025-01-25,68,680,2025-01-25,680,2025-01-25,690,4206.5277,6485.7099,701.0879,1080.9516
2025-01-25,69,690,2025-01-25,690,2025-01-25,700,4134.8000,6200.5125,689.1333,1033.4187
2025-01-25,70,700,2025-01-25,700,2025-01-25,710,4371.2835,6414.4954,728.5472,1069.0826
2025-01-25,71,710,2025-01-25,710,2025-01-25,720,4324.9891,6662.8437,720.8315,1110.4740
2025-01-25,72,720,2025-01-25,720,2025-01-25,730,4005.6100,6677.6625,667.6017,1112.9437
2025-01-25,73,730,2025-01-25,730,2025-01-25,740,4010.5176,6651.3779,668.4196,1108.5630
2025-01-25,74,740,2025-01-25,740,2025-01-25,750,4082.2261,6597.6234,680.3710,1099.6039
2025-01-25,75,750,2025-01-25,750,2025-01-25,760,4059.0600,6588.8625,676.5100,1098.1437
2025-01-25,76,760,2025-01-25,760,2025-01-25,770,4063.6281,6736.3169,677.2713,1122.7195
2025-01-25,77,770,2025-01-25,770,2025-01-25,780,4084.3251,6875.2554,680.7208,1145.8759
2025-01-25,78,780,2025-01-25,780,2025-01-25,790,4120.8900,6893.0250,686.8150,1148.8375
2025-01-25,79,790,2025-01-25,790,2025-01-25,800,4172.4181,6798.1902,695.4030,1133.0317
2025-01-25,80,800,2025-01-25,800,2025-01-25,810,4057.9880,6598.0992,676.3313,1099.6832
2025-01-25,81,810,2025-01-25,810,2025-01-25,820,3918.3200,6366.1125,653.0533,1061.0187
2025-01-25,82,820,2025-01-25,820,2025-01-25,830,4063.8793,6180.5931,677.3132,1030.0988
2025-01-25,83,830,2025-01-25,830,2025-01-25,840,4042.9883,5880.8233,673.8314,980.1372
2025-01-25,84,840,2025-01-25,840,2025-01-25,850,3837.0600,5508.3375,639.5100,918.0562
2025-01-25,85,850,2025-01-25,850,2025-01-25,860,3865.4845,5263.7200,644.2474,877.2867
2025-01-25,86,860,2025-01-25,860,2025-01-25,870,3810.1825,4948.1813,635.0304,824.6969
2025-01-25,87,870,2025-01-25,870,2025-01-25,880,3645.6100,4612.5750,607.6017,768.7625
2025-01-25,88,880,2025-01-25,880,2025-01-25,890,3679.5471,4497.2351,613.2578,749.5392
2025-01-25,89,890,2025-01-25,890,2025-01-25,900,3639.0560,4214.5559,606.5093,702.4260
2025-01-25,90,900,2025-01-25,900,2025-01-25,910,3582.6900,3753.7875,597.1150,625.6312
2025-01-25,91,910,2025-01-25,910,2025-01-25,920,3831.8668,3482.1800,638.6445,580.3633
2025-01-25,92,920,2025-01-25,920,2025-01-25,930,3861.2116,3147.1682,643.5353,524.5280
2025-01-25,93,930,2025-01-25,930,2025-01-25,940,3603.9600,2768.4000,600.6600,461.4000
2025-01-25,94,940,2025-01-25,940,2025-01-25,950,3529.2409,2630.1852,588.2068,438.3642
2025-01-25,95,950,2025-01-25,950,2025-01-25,960,3550.8973,2364.4055,591.8162,394.0676
2025-01-25,96,960,2025-01-25,960,2025-01-25,970,3517.5500,1918.0500,586.2583,319.6750
2025-01-25,97,970,2025-01-25,970,2025-01-25,980,3413.9279,1611.5037,568.9880,268.5839
2025-01-25,98,980,2025-01-25,980,2025-01-25,990,3434.0292,1333.7967,572.3382,222.2995
2025-01-25,99,990,2025-01-25,990,2025-01-25,1000,3571.4700,1019.0625,595.2450,169.8438
2025-01-25,100,1000,2025-01-25,1000,2025-01-25,1010,3567.5467,738.0490,594.5911,123.0082
2025-01-25,101,1010,2025-01-25,1010,2025-01-25,1020,3184.5084,476.5634,530.7514,79.4272
2025-01-25,102,1020,2025-01-25,1020,2025-01-25,1030,2715.7000,233.8875,452.6167,38.9812
2025-01-25,103,1030,2025-01-25,1030,2025-01-25,1040,2721.0976,50.6916,453.5163,8.4486
2025-01-25,104,1040,2025-01-25,1040,2025-01-25,1050,2758.5335,0.0000,459.7556,0.0000
2025-01-25,105,1050,2025-01-25,1050,2025-01-25,1060,2668.5800,0.0000,444.7633,0.0000
2025-01-25,106,1060,2025-01-25,1060,2025-01-25,1070,2719.4226,3.0176,453.2371,0.5029
2025-01-25,107,1070,2025-01-25,1070,2025-01-25,1080,2743.7553,0.0000,457.2925,0.0000
2025-01-25,108,1080,2025-01-25,1080,2025-01-25,1090,2690.4500,0.0000,448.4083,0.0000
2025-01-25,109,1090,2025-01-25,1090,2025-01-25,1100,2703.5000,0.2167,450.5833,0.0361
2025-01-25,110,1100,2025-01-25,1100,2025-01-25,1110,2782.2380,0.0000,463.7063,0.0000
2025-01-25,111,1110,2025-01-25,1110,2025-01-25,1120,2858.8400,0.0000,476.4733,0.0000
2025-01-25,112,1120,2025-01-25,1120,2025-01-25,1130,2884.2639,0.0156,480.7106,0.0026
2025-01-25,113,1130,2025-01-25,1130,2025-01-25,1140,2984.8855,0.0000,497.4809,0.0000
2025-01-25,114,1140,2025-01-25,1140,2025-01-25,1150,3023.6500,0.0000,503.9417,0.0000
2025-01-25,115,1150,2025-01-25,1150,2025-01-25,1160,2730.4273,0.0011,455.0712,0.0002
2025-01-25,116,1160,2025-01-25,1160,2025-01-25,1170,2515.4751,0.0000,419.2459,0.0000
2025-01-25,117,1170,2025-01-25,1170,2025-01-25,1180,2559.7500,0.0000,426.6250,0.0000
2025-01-25,118,1180,2025-01-25,1180,2025-01-25,1190,2676.3603,0.0000,446.0600,0.0000
2025-01-25,119,1190,2025-01-25,1190,2025-01-25,1200,2816.0299,0.0000,469.3383,0.0000
2025-01-25,120,1200,2025-01-25,1200,2025-01-25,1210,2920.4600,0.0000,486.7433,0.0000
2025-01-25,121,1210,2025-01-25,1210,2025-01-25,1220,2918.1476,0.0000,486.3579,0.0000
2025-01-25,122,1220,2025-01-25,1220,2025-01-25,1230,2873.2150,0.0000,478.8692,0.0000
2025-01-25,123,1230,2025-01-25,1230,2025-01-25,1240,2816.7200,0.0000,469.4533,0.0000
2025-01-25,124,1240,2025-01-25,1240,2025-01-25,1250,2761.3788,0.0000,460.2298,0.0000
2025-01-25,125,1250,2025-01-25,1250,2025-01-25,1260,2900.4206,0.0000,483.4034,0.0000
2025-01-25,126,1260,2025-01-25,1260,2025-01-25,1270,3106.5000,0.0000,517.7500,0.0000
2025-01-25,127,1270,2025-01-25,1270,2025-01-25,1280,3020.6067,0.0000,503.4344,0.0000
2025-01-25,128,1280,2025-01-25,1280,2025-01-25,1290,2820.0610,0.0000,470.0102,0.0000
2025-01-25,129,1290,2025-01-25,1290,2025-01-25,1300,2756.7700,0.0000,459.4617,0.0000
2025-01-25,130,1300,2025-01-25,1300,2025-01-25,1310,2895.4313,0.0000,482.5719,0.0000
2025-01-25,131,1310,2025-01-25,1310,2025-01-25,1320,2827.9101,0.0000,471.3184,0.0000
2025-01-25,132,1320,2025-01-25,1320,2025-01-25,1330,2527.1500,0.0000,421.1917,0.0000
2025-01-25,133,1330,2025-01-25,1330,2025-01-25,1340,2387.1465,0.0000,397.8577,0.0000
2025-01-25,134,1340,2025-01-25,1340,2025-01-25,1350,2484.5415,0.0000,414.0902,0.0000
2025-01-25,135,1350,2025-01-25,1350,2025-01-25,1360,2647.1800,0.0000,441.1967,0.0000
2025-01-25,136,1360,2025-01-25,1360,2025-01-25,1370,2621.5043,0.0000,436.9174,0.0000
2025-01-25,137,1370,2025-01-25,1370,2025-01-25,1380,2483.2034,0.0000,413.8672,0.0000
2025-01-25,138,1380,2025-01-25,1380,2025-01-25,1390,2367.8900,0.0000,394.6483,0.0000
2025-01-25,139,1390,2025-01-25,1390,2025-01-25,1400,2362.2724,0.0000,393.7121,0.0000
2025-01-25,140,1400,2025-01-25,1400,2025-01-25,1410,2451.6940,0.0000,408.6157,0.0000
2025-01-25,141,1410,2025-01-25,1410,2025-01-25,1420,2539.4500,0.0000,423.2417,0.0000
2025-01-25,142,1420,2025-01-25,1420,2025-01-25,1430,2578.0459,0.0000,429.6743,0.0000
2025-01-25,143,1430,2025-01-25,1430,2025-01-26,0,2919.4172,0.0000,486.5695,0.0000
2025-01-25,144,1440,2025-01-26,0,2025-01-26,10,3440.3600,0.0000,573.3933,0.0000
2025-01-26,1,10,2025-01-26,10,2025-01-26,20,3618.1419,0.0000,603.0236,0.0000
2025-01-26,2,20,2025-01-26,20,2025-01-26,30,3625.0328,0.0000,604.1721,0.0000
2025-01-26,3,30,2025-01-26,30,2025-01-26,40,3600.1200,0.0000,600.0200,0.0000
2025-01-26,4,40,2025-01-26,40,2025-01-26,50,3525.6640,0.0000,587.6107,0.0000
2025-01-26,5,50,2025-01-26,50,2025-01-26,60,3596.9321,0.0000,599.4887,0.0000
2025-01-26,6,60,2025-01-26,60,2025-01-26,70,3775.4000,0.0000,629.2333,0.0000
2025-01-26,7,70,2025-01-26,70,2025-01-26,80,3818.2361,0.0000,636.3727,0.0000
2025-01-26,8,80,2025-01-26,80,2025-01-26,90,3816.2744,0.0000,636.0457,0.0000
2025-01-26,9,90,2025-01-26,90,2025-01-26,100,3795.6400,0.0000,632.6067,0.0000
2025-01-26,10,100,2025-01-26,100,2025-01-26,110,3687.2824,0.0000,614.5471,0.0000
2025-01-26,11,110,2025-01-26,110,2025-01-26,120,3642.2271,0.0000,607.0378,0.0000
2025-01-26,12,120,2025-01-26,120,2025-01-26,130,3767.0500,0.0000,627.8417,0.0000
2025-01-26,13,130,2025-01-26,130,2025-01-26,140,4013.0514,0.0000,668.8419,0.0000
2025-01-26,14,140,2025-01-26,140,2025-01-26,150,4125.9305,0.0000,687.6551,0.0000
2025-01-26,15,150,2025-01-26,150,2025-01-26,160,4050.7700,0.0000,675.1283,0.0000
2025-01-26,16,160,2025-01-26,160,2025-01-26,170,3939.5538,0.0000,656.5923,0.0000
2025-01-26,17,170,2025-01-26,170,2025-01-26,180,3780.2709,0.0000,630.0451,0.0000
2025-01-26,18,180,2025-01-26,180,2025-01-26,190,3678.5000,0.0000,613.0833,0.0000
2025-01-26,19,190,2025-01-26,190,2025-01-26,200,3824.2939,0.0000,637.3823,0.0000
2025-01-26,20,200,2025-01-26,200,2025-01-26,210,4098.0264,0.0000,683.0044,0.0000
2025-01-26,21,210,2025-01-26,210,2025-01-26,220,4249.8400,0.0000,708.3067,0.0000
2025-01-26,22,220,2025-01-26,220,2025-01-26,230,4114.7502,0.0000,685.7917,0.0000
2025-01-26,23,230,2025-01-26,230,2025-01-26,240,4054.3540,0.0000,675.7257,0.0000
2025-01-26,24,240,2025-01-26,240,2025-01-26,250,4174.1400,0.0000,695.6900,0.0000
2025-01-26,25,250,2025-01-26,250,2025-01-26,260,4234.8671,0.0000,705.8112,0.0000
2025-01-26,26,260,2025-01-26,260,2025-01-26,270,4178.5459,0.0000,696.4243,0.0000
2025-01-26,27,270,2025-01-26,270,2025-01-26,280,4154.1000,0.0000,692.3500,0.0000
2025-01-26,28,280,2025-01-26,280,2025-01-26,290,4322.8401,0.0000,720.4733,0.0000
2025-01-26,29,290,2025-01-26,290,2025-01-26,300,4292.6064,0.0011,715.4344,0.0002
2025-01-26,30,300,2025-01-26,300,2025-01-26,310,4129.7100,0.0000,688.2850,0.0000
2025-01-26,31,310,2025-01-26,310,2025-01-26,320,4281.1493,0.0000,713.5249,0.0000
2025-01-26,32,320,2025-01-26,320,2025-01-26,330,4345.1844,0.0155,724.1974,0.0026
2025-01-26,33,330,2025-01-26,330,2025-01-26,340,4219.6300,0.0000,703.2717,0.0000
2025-01-26,34,340,2025-01-26,340,2025-01-26,350,4292.2109,0.0000,715.3685,0.0000
2025-01-26,35,350,2025-01-26,350,2025-01-26,360,4811.7339,0.2158,801.9556,0.0360
2025-01-26,36,360,2025-01-26,360,2025-01-26,370,5411.1400,0.0000,901.8567,0.0000
2025-01-26,37,370,2025-01-26,370,2025-01-26,380,5444.9027,0.0000,907.4838,0.0000
2025-01-26,38,380,2025-01-26,380,2025-01-26,390,5425.9845,3.0054,904.3307,0.5009
2025-01-26,39,390,2025-01-26,390,2025-01-26,400,5494.4500,0.0000,915.7417,0.0000
2025-01-26,40,400,2025-01-26,400,2025-01-26,410,5321.7277,0.0000,886.9546,0.0000
2025-01-26,41,410,2025-01-26,410,2025-01-26,420,5352.1961,50.3848,892.0327,8.3975
2025-01-26,42,420,2025-01-26,420,2025-01-26,430,5596.5200,230.1750,932.7533,38.3625
2025-01-26,43,430,2025-01-26,430,2025-01-26,440,5612.9403,461.7418,935.4900,76.9570
2025-01-26,44,440,2025-01-26,440,2025-01-26,450,5662.4424,699.7212,943.7404,116.6202
2025-01-26,45,450,2025-01-26,450,2025-01-26,460,5625.3100,950.1000,937.5517,158.3500
2025-01-26,46,460,2025-01-26,460,2025-01-26,470,5259.8909,1248.3314,876.6485,208.0552
2025-01-26,47,470,2025-01-26,470,2025-01-26,480,5988.9360,1563.9047,998.1560,260.6508
2025-01-26,48,480,2025-01-26,480,2025-01-26,490,7353.2000,1889.1375,1225.5333,314.8562
2025-01-26,49,490,2025-01-26,490,2025-01-26,500,7377.7838,2235.8738,1229.6306,372.6456
2025-01-26,50,500,2025-01-26,500,2025-01-26,510,7185.2959,2540.3734,1197.5493,423.3956
2025-01-26,51,510,2025-01-26,510,2025-01-26,520,7400.6400,2847.5625,1233.4400,474.5938
2025-01-26,52,520,2025-01-26,520,2025-01-26,530,7465.2636,3251.1256,1244.2106,541.8543
2025-01-26,53,530,2025-01-26,530,2025-01-26,540,7285.5238,3540.7874,1214.2540,590.1312
2025-01-26,54,540,2025-01-26,540,2025-01-26,550,7105.6700,3724.7625,1184.2783,620.7937
2025-01-26,55,550,2025-01-26,550,2025-01-26,560,7211.8964,4030.9373,1201.9827,671.8229
2025-01-26,56,560,2025-01-26,560,2025-01-26,570,7248.4039,4385.3183,1208.0673,730.8864
2025-01-26,57,570,2025-01-26,570,2025-01-26,580,7148.4400,4702.9500,1191.4067,783.8250
2025-01-26,58,580,2025-01-26,580,2025-01-26,590,7178.7695,4941.3036,1196.4616,823.5506
2025-01-26,59,590,2025-01-26,590,2025-01-26,600,7147.8230,4970.6734,1191.3038,828.4456
2025-01-26,60,600,2025-01-26,600,2025-01-26,610,7083.2400,4960.8000,1180.5400,826.8000
2025-01-26,61,610,2025-01-26,610,2025-01-26,620,7200.7589,5250.0225,1200.1265,875.0037
2025-01-26,62,620,2025-01-26,620,2025-01-26,630,7140.1234,5572.6935,1190.0206,928.7822
2025-01-26,63,630,2025-01-26,630,2025-01-26,640,6999.4400,5726.1375,1166.5733,954.3562
2025-01-26,64,640,2025-01-26,640,2025-01-26,650,7201.8835,5752.2131,1200.3139,958.7022
2025-01-26,65,650,2025-01-26,650,2025-01-26,660,7090.4166,5796.5841,1181.7361,966.0974
2025-01-26,66,660,2025-01-26,660,2025-01-26,670,6728.9000,5930.5875,1121.4833,988.4312
2025-01-26,67,670,2025-01-26,670,2025-01-26,680,6864.4274,6081.5150,1144.0712,1013.5858
2025-01-26,68,680,2025-01-26,680,2025-01-26,690,7011.2867,6009.6757,1168.5478,1001.6126
2025-01-26,69,690,2025-01-26,690,2025-01-26,700,6926.7200,5836.1625,1154.4533,972.6938
2025-01-26,70,700,2025-01-26,700,2025-01-26,710,6851.8199,5924.7996,1141.9700,987.4666
2025-01-26,71,710,2025-01-26,710,2025-01-26,720,6722.5178,6015.0132,1120.4196,1002.5022
2025-01-26,72,720,2025-01-26,720,2025-01-26,730,6572.1800,5924.4000,1095.3633,987.4000
2025-01-26,73,730,2025-01-26,730,2025-01-26,740,6548.9194,5721.8894,1091.4866,953.6482
2025-01-26,74,740,2025-01-26,740,2025-01-26,750,6544.7660,5523.8424,1090.7943,920.6404
2025-01-26,75,750,2025-01-26,750,2025-01-26,760,6489.0000,5383.6875,1081.5000,897.2812
2025-01-26,76,760,2025-01-26,760,2025-01-26,770,6434.0775,5279.5415,1072.3463,879.9236
2025-01-26,77,770,2025-01-26,770,2025-01-26,780,6501.8355,5180.5962,1083.6392,863.4327
